		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
P947	61:00:00	122.43	152.00	76.80	0.73	0.04	0.05	0.10
P948	61:00:00	74.71	152.00	104.85	1.87	0.10	0.17	0.05
P949	61:00:00	24.39	254.00	92.69	2.25	0.04	0.02	0.06
P95	61:00:00	50.70	305.00	118.43	0.40	5.49e-03	2.57e-04	0.05
P951	61:00:00	338.80	254.00	94.71	10.64	0.21	0.41	0.05
P953	61:00:00	495.66	254.00	85.41	7.55	0.15	0.26	0.06
P954	61:00:00	294.07	203.00	78.67	1.57	0.05	0.05	0.08
P955	61:00:00	131.74	102.00	85.18	0.29	0.04	0.05	0.09
P956	61:00:00	115.17	152.00	68.25	0.72	0.04	0.06	0.12
P957	61:00:00	51.05	152.00	98.15	0.05	3.02e-03	2.71e-04	0.09
P958	61:00:00	122.41	102.00	105.31	0.28	0.03	0.03	0.06
P959	61:00:00	123.42	102.00	98.22	0.18	0.02	0.02	0.07
P96	61:00:00	53.72	254.00	87.90	65.07	1.28	13.46	0.04
P961	61:00:00	234.55	203.00	85.65	5.12	0.16	0.38	0.06
P962	61:00:00	49.83	152.00	90.75	0.66	0.04	0.03	0.07
P963	61:00:00	93.54	203.00	85.53	7.63	0.24	0.80	0.06
P964	61:00:00	129.91	152.00	96.26	2.40	0.13	0.31	0.05
P965	61:00:00	135.06	203.00	93.94	4.75	0.15	0.28	0.05
P966	61:00:00	31.32	203.00	82.51	1.71	0.05	0.05	0.08
P967	61:00:00	207.54	203.00	82.11	0.55	0.02	6.54e-03	0.09
P968	61:00:00	68.17	102.00	78.40	0.02	2.21e-03	3.67e-04	0.15
P969	61:00:00	149.16	203.00	86.27	0.03	1.02e-03	3.26e-05	0.13
P97	61:00:00	24.41	610.00	88.90	117.84	0.40	0.56	0.04
P970	61:00:00	165.04	203.00	87.80	1.70	0.05	0.05	0.07
P971	61:00:00	136.94	152.00	77.83	2.48	0.14	0.49	0.08
P972	61:00:00	219.42	152.00	82.67	2.40	0.13	0.41	0.07
P973	61:00:00	164.68	203.00	71.93	5.59	0.17	0.62	0.08
P974	61:00:00	186.40	203.00	72.72	4.57	0.14	0.42	0.08
P975	61:00:00	159.56	152.00	74.72	1.93	0.11	0.33	0.09
P976	61:00:00	83.33	76.00	83.20	1.35	0.30	4.07	0.07
P977	61:00:00	45.98	102.00	102.43	0.64	0.08	0.17	0.05
P978	61:00:00	178.97	76.00	78.86	2.39	0.53	12.97	0.07
P98	61:00:00	174.53	610.00	71.75	118.22	0.40	0.83	0.06
P981	61:00:00	36.19	76.00	80.22	3.47	0.77	25.02	0.06
P982	61:00:00	87.24	203.00	98.51	0.89	0.03	0.01	0.06
P983	61:00:00	180.20	101.60	91.90	4.06	0.50	6.31	0.05
P984	61:00:00	16.03	101.60	108.96	2.43	0.30	1.78	0.04
P986	61:00:00	229.54	101.60	87.08	1.82	0.23	1.58	0.06
P987	61:00:00	94.56	101.60	96.41	0.57	0.07	0.15	0.06
P988	61:00:00	9.74	101.60	102.52	1.24	0.15	0.57	0.05
P989	61:00:00	91.59	51.00	82.07	0.45	0.22	3.88	0.08
P99	61:00:00	452.37	508.00	96.64	94.40	0.47	0.77	0.04
P990	61:00:00	78.87	102.00	85.79	1.41	0.17	0.99	0.07
P991	61:00:00	20.25	203.00	74.31	22.59	0.70	7.71	0.06
P992	61:00:00	69.15	203.00	80.64	21.45	0.66	6.03	0.05
P993	61:00:00	63.52	203.00	80.23	19.55	0.60	5.12	0.06
P994	61:00:00	115.39	203.00	83.09	17.38	0.54	3.86	0.05
P995	61:00:00	228.99	152.00	82.50	24.14	1.33	29.42	0.05
P996	61:00:00	10.22	203.00	84.58	66.29	2.05	44.60	0.04
P997	61:00:00	154.87	203.00	96.62	42.48	1.31	15.28	0.04
P998	61:00:00	107.98	203.00	90.64	43.30	1.34	17.82	0.04
P999	61:00:00	81.67	254.00	68.70	41.38	0.82	9.19	0.07
PU1	61:00:00	0.00	0.00	1.00	118.42	0.00	-19.69	0.00
PU2	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU3	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	61:00:00	0.00	0.00	1.00	36.30	0.00	-59.86	0.00
PU5	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	61:00:00	0.00	0.00	1.00	50.02	0.00	-82.35	0.00
PU8	61:00:00	0.00	0.00	1.00	34.74	0.00	-62.58	0.00
PU9	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	61:00:00	0.00	0.00	1.00	30.64	0.00	-47.91	0.00
PU11	61:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	61:00:00	0.00	203.20	131.23	4.48	0.14	54.01	0.00
V45	61:00:00	0.00	152.40	131.23	2.55	0.14	39.75	0.00
V47	61:00:00	0.00	101.60	131.23	2.40	0.30	51.72	0.00
V2	61:00:00	0.00	254.00	-1.00e+10	63.46	1.25	6.83e-08	0.00
P1	62:00:00	52.90	203.00	72.45	1.13	0.03	0.03	0.10
P10	62:00:00	79.23	76.00	108.01	1.91	0.42	4.74	0.04
P100	62:00:00	107.88	406.00	76.51	117.74	0.91	5.32	0.05
P1000	62:00:00	109.27	203.00	76.95	40.85	1.26	21.67	0.05
P101	62:00:00	243.37	254.00	84.21	0.54	0.01	2.07e-03	0.09
P1016	62:00:00	164.77	305.00	85.24	35.25	0.48	1.88	0.05
P102	62:00:00	1.28e+03	508.00	92.95	95.69	0.47	0.85	0.04
P1022	62:00:00	200.76	102.00	99.58	0.20	0.02	0.02	0.07
P1023	62:00:00	136.34	102.00	95.69	1.37	0.17	0.77	0.05
P1024	62:00:00	375.62	102.00	89.62	3.65	0.45	5.33	0.05
P1025	62:00:00	39.18	76.00	97.78	3.90	0.86	21.46	0.04
P1026	62:00:00	45.61	76.00	88.45	2.62	0.58	12.34	0.06
P1027	62:00:00	82.32	51.00	92.01	0.75	0.37	7.88	0.06
P1028	62:00:00	9.57	51.00	86.99	0.01	5.62e-03	1.16e-03	0.04
P1029	62:00:00	122.62	76.00	91.34	0.97	0.21	1.85	0.06
P103	62:00:00	35.98	254.00	79.37	2.87	0.06	0.05	0.08
P1030	62:00:00	95.25	76.00	104.61	2.01	0.44	5.56	0.04
P1031	62:00:00	188.28	152.00	84.37	13.45	0.74	9.55	0.05
P1032	62:00:00	143.29	152.00	98.43	12.40	0.68	6.17	0.04
P1033	62:00:00	128.79	152.00	84.69	12.27	0.68	7.99	0.05
P1034	62:00:00	52.87	203.00	97.42	0.62	0.02	6.01e-03	0.07
P1035	62:00:00	122.47	152.00	97.76	4.17	0.23	0.83	0.05
P1036	62:00:00	83.33	203.00	74.30	11.42	0.35	2.18	0.07
P1039	62:00:00	121.38	203.00	92.14	6.75	0.21	0.55	0.05
P104	62:00:00	33.11	203.00	99.89	0.37	0.01	2.24e-03	0.07
P1040	62:00:00	29.45	152.00	94.69	3.41	0.19	0.60	0.05
P1041	62:00:00	307.54	102.00	112.51	2.99	0.37	2.40	0.04
P1042	62:00:00	84.54	152.00	76.15	2.56	0.14	0.53	0.08
P1044	62:00:00	65.80	203.00	100.22	8.85	0.27	0.78	0.04
P1045	62:00:00	68.63	203.00	118.82	9.24	0.29	0.62	0.03
P106	62:00:00	270.38	102.00	63.55	1.09	0.13	1.07	0.12
P107	62:00:00	357.00	203.00	80.51	2.76	0.09	0.14	0.07
P108	62:00:00	183.53	203.00	78.72	0.60	0.02	8.28e-03	0.10
P109	62:00:00	218.52	203.00	76.89	3.52	0.11	0.23	0.08
P11	62:00:00	83.45	101.60	96.83	1.10	0.14	0.51	0.06
P110	62:00:00	425.83	508.00	98.99	98.71	0.49	0.80	0.03
P111	62:00:00	126.36	152.00	72.41	0.46	0.03	0.02	0.11
P112	62:00:00	646.98	305.00	68.60	1.54	0.02	8.54e-03	0.11
P113	62:00:00	310.73	152.00	85.35	3.89	0.21	0.94	0.06
P115	62:00:00	99.88	102.00	91.23	8.29	1.02	23.58	0.05
P116	62:00:00	204.54	152.00	93.47	1.43	0.08	0.12	0.06
P117	62:00:00	104.00	102.00	67.96	3.81	0.47	9.63	0.09
P118	62:00:00	115.91	102.00	84.67	1.59	0.19	1.27	0.07
P119	62:00:00	64.88	305.00	78.14	0.25	3.45e-03	2.34e-04	0.12
P12	62:00:00	85.24	406.00	89.66	75.12	0.58	1.72	0.04
P120	62:00:00	91.40	102.00	88.39	3.47	0.43	4.99	0.06
P121	62:00:00	42.23	152.00	100.37	0.45	0.02	0.01	0.06
P122	62:00:00	45.06	305.00	78.98	10.50	0.14	0.23	0.07
P123	62:00:00	51.21	152.00	61.06	2.30	0.13	0.66	0.12
P124	62:00:00	99.09	102.00	78.83	0.78	0.10	0.39	0.09
P125	62:00:00	193.35	508.00	84.74	4.81	0.02	3.95e-03	0.07
P126	62:00:00	109.60	76.00	89.74	0.83	0.18	1.44	0.06
P127	62:00:00	87.22	102.00	73.68	1.25	0.15	1.06	0.09
P128	62:00:00	165.63	102.00	90.95	0.82	0.10	0.32	0.06
P129	62:00:00	79.59	102.00	78.07	0.61	0.07	0.25	0.09
P13	62:00:00	62.56	406.00	83.04	80.78	0.62	2.27	0.05
P130	62:00:00	56.79	76.00	70.71	1.29	0.28	5.05	0.09
P131	62:00:00	86.50	76.00	74.73	0.31	0.07	0.33	0.10
P132	62:00:00	67.35	76.00	88.54	0.96	0.21	1.91	0.06
P134	62:00:00	68.79	76.00	78.57	1.42	0.31	4.94	0.08
P136	62:00:00	241.77	102.00	75.73	1.50	0.18	1.41	0.08
P138	62:00:00	19.28	254.00	72.49	42.04	0.83	8.57	0.06
P139	62:00:00	73.66	406.00	68.72	74.72	0.58	2.79	0.07
P14	62:00:00	151.39	406.00	72.01	81.69	0.63	3.02	0.06
P140	62:00:00	222.30	102.00	107.83	1.03	0.13	0.36	0.05
P141	62:00:00	169.94	102.00	103.79	1.58	0.19	0.86	0.05
P142	62:00:00	16.61	152.40	85.39	3.18	0.17	0.64	0.06
P144	62:00:00	130.79	76.00	99.92	0.00	0.00	0.00	0.00
P147	62:00:00	60.08	203.00	92.84	0.80	0.02	0.01	0.07
P148	62:00:00	561.69	305.00	96.44	35.25	0.48	1.49	0.04
P15	62:00:00	395.29	406.00	90.48	82.45	0.64	2.01	0.04
P150	62:00:00	93.19	152.00	103.15	0.79	0.04	0.03	0.05
P154	62:00:00	170.64	152.00	108.83	16.45	0.91	8.66	0.03
P155	62:00:00	59.38	101.60	105.71	6.19	0.76	10.64	0.04
P156	62:00:00	80.34	102.00	110.87	0.37	0.05	0.05	0.05
P157	62:00:00	232.93	102.00	102.90	2.44	0.30	1.96	0.04
P158	62:00:00	69.88	76.00	105.07	0.95	0.21	1.38	0.05
P159	62:00:00	118.78	203.00	80.15	3.01	0.09	0.16	0.07
P16	62:00:00	252.34	102.00	97.25	4.30	0.53	6.20	0.04
P160	62:00:00	68.68	76.00	104.63	1.92	0.42	5.12	0.04
P161	62:00:00	40.31	76.00	90.01	3.29	0.72	18.26	0.05
P162	62:00:00	190.67	152.00	98.76	24.40	1.34	21.52	0.04
P163	62:00:00	67.74	203.00	94.23	1.44	0.04	0.03	0.06
P165	62:00:00	143.81	305.00	92.93	35.22	0.48	1.60	0.04
P166	62:00:00	235.00	101.60	93.60	3.20	0.39	3.92	0.05
P17	62:00:00	32.42	508.00	77.28	86.79	0.43	1.00	0.05
P174	62:00:00	278.59	102.00	89.32	1.14	0.14	0.62	0.06
P177	62:00:00	56.80	102.00	100.61	1.05	0.13	0.43	0.05
P18	62:00:00	283.30	508.00	100.30	83.67	0.41	0.57	0.03
P184	62:00:00	59.38	101.60	95.91	7.34	0.91	17.46	0.04
P19	62:00:00	750.87	508.00	97.70	12.59	0.06	0.02	0.05
P195	62:00:00	144.33	76.00	80.63	1.21	0.27	3.50	0.07
P2	62:00:00	295.25	203.00	62.05	5.02	0.16	0.67	0.11
P20	62:00:00	579.67	508.00	89.67	1.14	5.64e-03	2.49e-04	0.08
P201	62:00:00	102.19	76.00	96.63	1.01	0.22	1.81	0.05
P21	62:00:00	176.48	406.00	86.69	24.10	0.19	0.22	0.05
P211	62:00:00	202.33	76.00	84.05	0.83	0.18	1.61	0.07
P215	62:00:00	140.76	254.00	81.42	22.72	0.45	2.21	0.05
P218	62:00:00	54.55	102.00	81.77	0.94	0.12	0.52	0.08
P219	62:00:00	67.98	102.00	86.84	0.48	0.06	0.13	0.08
P22	62:00:00	567.30	406.00	81.11	117.43	0.91	4.75	0.05
P220	62:00:00	68.33	76.00	93.74	0.89	0.20	1.51	0.06
P223	62:00:00	108.98	203.00	93.22	1.01	0.03	0.02	0.07
P225	62:00:00	120.77	102.00	92.69	0.12	0.02	9.43e-03	0.08
P228	62:00:00	42.72	76.00	99.29	1.75	0.39	4.72	0.05
P23	62:00:00	316.91	508.00	77.16	116.13	0.57	1.71	0.05
P230	62:00:00	114.61	76.00	77.40	1.73	0.38	7.35	0.08
P231	62:00:00	12.21	76.00	98.42	1.29	0.28	2.74	0.05
P233	62:00:00	58.66	76.00	97.30	0.71	0.16	0.92	0.06
P234	62:00:00	41.63	76.00	87.21	1.42	0.31	4.10	0.06
P235	62:00:00	92.74	76.00	84.32	5.02	1.11	45.20	0.05
P237	62:00:00	12.01	305.00	5.06	50.27	0.69	677.60	8.57
P238	62:00:00	12.59	304.80	104.74	50.27	0.69	2.48	0.03
P24	62:00:00	71.05	508.00	88.62	99.27	0.49	0.99	0.04
P241	62:00:00	49.46	102.00	114.84	0.63	0.08	0.13	0.04
P242	62:00:00	25.06	152.40	99.01	2.37	0.13	0.28	0.05
P243	62:00:00	57.08	203.20	82.80	5.20	0.16	0.41	0.06
P245	62:00:00	18.65	152.40	120.40	33.97	1.86	27.16	0.02
P246	62:00:00	56.94	152.40	121.60	21.12	1.16	11.06	0.02
P248	62:00:00	6.96	152.40	110.07	19.48	1.07	11.45	0.03
P249	62:00:00	28.43	51.00	85.38	0.78	0.38	9.80	0.07
P25	62:00:00	4.30	508.00	74.38	110.61	0.55	1.67	0.06
P251	62:00:00	11.49	152.00	103.73	18.13	1.00	11.34	0.03
P252	62:00:00	135.44	305.00	82.30	50.27	0.69	3.87	0.05
P255	62:00:00	76.14	51.00	71.47	0.17	0.08	0.83	0.12
P256	62:00:00	55.17	305.00	94.86	50.27	0.69	2.97	0.04
P258	62:00:00	79.53	102.00	75.51	0.03	3.99e-03	1.17e-03	0.15
P259	62:00:00	136.09	102.00	83.09	0.18	0.02	0.02	0.10
P26	62:00:00	22.94	508.00	88.01	4.57	0.02	3.36e-03	0.07
P264	62:00:00	11.73	101.60	112.51	0.65	0.08	0.15	0.05
P266	62:00:00	55.29	101.60	107.06	1.53	0.19	0.78	0.04
P267	62:00:00	344.62	152.40	95.59	0.35	0.02	8.76e-03	0.07
P268	62:00:00	146.46	152.40	86.84	2.42	0.13	0.37	0.06
P27	62:00:00	163.63	254.00	69.11	2.02	0.04	0.03	0.11
P270	62:00:00	88.36	101.60	92.77	1.02	0.13	0.48	0.06
P272	62:00:00	143.88	102.00	73.95	1.62	0.20	1.70	0.09
P275	62:00:00	172.96	152.40	98.16	0.89	0.05	0.05	0.06
P28	62:00:00	117.42	152.00	88.27	0.98	0.05	0.07	0.07
P280	62:00:00	333.40	203.00	88.34	4.21e-05	1.30e-06	1.17e-10	0.28
P282	62:00:00	131.93	102.00	86.72	3.29	0.40	4.68	0.06
P284	62:00:00	198.97	76.20	89.13	1.03	0.23	2.15	0.06
P285	62:00:00	130.71	76.20	90.18	0.10	0.02	0.03	0.09
P286	62:00:00	155.58	101.60	90.01	0.43	0.05	0.10	0.07
P287	62:00:00	45.12	254.00	78.35	22.72	0.45	2.37	0.06
P288	62:00:00	226.74	76.20	85.05	1.84	0.40	6.85	0.06
P29	62:00:00	20.51	152.00	89.48	0.85	0.05	0.05	0.07
P290	62:00:00	46.28	76.20	89.44	0.39	0.09	0.36	0.07
P291	62:00:00	132.94	305.00	107.08	50.27	0.69	2.38	0.03
P292	62:00:00	13.54	305.00	97.27	50.27	0.69	2.84	0.04
P293	62:00:00	125.20	305.00	92.16	50.27	0.69	3.14	0.04
P294	62:00:00	101.20	102.00	79.97	1.67	0.20	1.55	0.07
P295	62:00:00	133.23	76.00	72.41	4.39	0.97	46.72	0.07
P296	62:00:00	231.87	76.00	82.96	2.12	0.47	9.40	0.06
P297	62:00:00	42.53	406.00	73.00	70.47	0.54	2.24	0.06
P298	62:00:00	40.11	305.00	84.55	51.07	0.70	3.79	0.05
P299	62:00:00	61.51	102.00	87.71	2.78	0.34	3.34	0.06
P3	62:00:00	136.52	300.00	73.65	9.69	0.14	0.24	0.08
P30	62:00:00	40.89	254.00	86.71	1.97	0.04	0.02	0.07
P301	62:00:00	45.31	305.00	85.19	50.41	0.69	3.65	0.05
P302	62:00:00	178.28	305.00	80.34	50.16	0.69	4.03	0.05
P303	62:00:00	131.94	76.00	88.33	0.89	0.20	1.67	0.07
P304	62:00:00	268.74	101.60	89.39	0.55	0.07	0.17	0.07
P305	62:00:00	43.41	203.00	90.80	4.20e-05	1.30e-06	1.11e-10	0.26
P307	62:00:00	47.30	305.00	60.51	47.84	0.65	6.24	0.09
P308	62:00:00	334.57	305.00	88.08	50.27	0.69	3.41	0.04
P309	62:00:00	128.80	101.60	94.96	0.93	0.11	0.38	0.06
P31	62:00:00	144.67	152.00	108.77	2.17	0.12	0.20	0.04
P310	62:00:00	9.00	610.00	87.27	118.80	0.41	0.58	0.04
P316	62:00:00	11.62	610.00	70.45	118.80	0.41	0.87	0.06
P319	62:00:00	10.54	610.00	76.59	2.22e-05	7.61e-08	1.64e-12	0.00
P32	62:00:00	84.44	152.00	103.56	3.27	0.18	0.48	0.04
P320	62:00:00	11.47	610.00	76.52	118.80	0.41	0.74	0.05
P322	62:00:00	11.50	610.00	89.43	118.80	0.41	0.56	0.04
P323	62:00:00	11.47	610.00	84.69	1.77e-05	6.07e-08	7.55e-13	0.00
P329	62:00:00	134.52	152.00	100.18	2.76	0.15	0.37	0.05
P33	62:00:00	22.81	254.00	73.04	0.94	0.02	7.35e-03	0.11
P330	62:00:00	66.79	76.00	96.42	1.30	0.29	2.88	0.05
P331	62:00:00	93.46	51.00	93.19	0.53	0.26	4.12	0.06
P336	62:00:00	182.99	152.00	92.17	2.91	0.16	0.47	0.06
P337	62:00:00	20.49	305.00	5.62	9.85	0.13	26.90	8.86
P338	62:00:00	74.38	76.00	100.36	0.20	0.04	0.09	0.06
P339	62:00:00	307.49	102.00	88.65	1.21	0.15	0.70	0.06
P34	62:00:00	98.00	508.00	78.51	99.18	0.49	1.24	0.05
P340	62:00:00	96.21	305.00	101.08	23.54	0.32	0.65	0.04
P341	62:00:00	189.74	305.00	94.64	21.58	0.30	0.62	0.04
P343	62:00:00	111.65	152.00	100.29	3.77	0.21	0.66	0.05
P344	62:00:00	45.26	152.00	85.91	7.33	0.40	3.00	0.05
P346	62:00:00	54.91	51.00	93.91	0.08	0.04	0.11	0.08
P347	62:00:00	385.56	305.00	96.24	0.41	5.63e-03	2.87e-03	0.54
P348	62:00:00	42.47	305.00	88.73	0.82	0.01	1.37e-03	0.07
P349	62:00:00	39.12	305.00	97.01	3.66	0.05	0.02	0.05
P35	62:00:00	64.56	152.00	84.38	0.34	0.02	0.01	0.09
P350	62:00:00	400.16	203.00	99.86	0.75	0.02	8.10e-03	0.06
P37	62:00:00	180.61	203.00	97.80	0.21	6.40e-03	7.81e-04	0.08
P372	62:00:00	6.42	101.60	113.11	7.98	0.98	15.03	0.03
P374	62:00:00	15.83	254.00	91.92	35.56	0.70	4.05	0.04
P375	62:00:00	7.79	254.00	75.49	35.56	0.70	5.83	0.06
P376	62:00:00	6.64	254.00	102.69	35.56	0.70	3.30	0.03
P378	62:00:00	6.47	254.00	112.45	35.56	0.70	2.79	0.03
P379	62:00:00	6.43	254.00	101.78	50.27	0.99	6.36	0.03
P38	62:00:00	169.49	76.00	106.47	0.88	0.19	1.16	0.05
P380	62:00:00	4.79	254.00	87.81	50.27	0.99	8.36	0.04
P381	62:00:00	5.53	304.80	119.21	50.27	0.69	1.95	0.02
P383	62:00:00	19.56	152.00	80.15	5.67	0.31	2.12	0.06
P384	62:00:00	26.14	76.00	101.91	4.09	0.90	21.69	0.04
P385	62:00:00	106.53	305.00	76.02	22.57	0.31	1.02	0.06
P386	62:00:00	8.12	152.00	79.90	11.70	0.64	8.17	0.06
P39	62:00:00	190.12	102.00	95.44	0.31	0.04	0.05	0.07
P397	62:00:00	13.16	203.20	87.43	65.08	2.01	40.34	0.04
P398	62:00:00	6.75	203.20	91.05	30.15	0.93	9.00	0.04
P399	62:00:00	9.71	203.20	81.41	30.15	0.93	11.07	0.05
P40	62:00:00	143.64	102.00	107.91	5.59	0.68	8.33	0.04
P402	62:00:00	6.12	203.20	89.15	4.61e-05	1.42e-06	1.59e-10	0.31
P403	62:00:00	6.86	152.40	111.47	34.93	1.92	33.00	0.03
P409	62:00:00	26.38	152.40	89.90	34.93	1.92	49.15	0.04
P410	62:00:00	7.70	203.20	85.67	4.64e-05	1.43e-06	1.73e-10	0.34
P42	62:00:00	32.93	152.00	114.92	5.84	0.32	1.15	0.03
P424	62:00:00	27.80	203.20	124.99	30.15	0.93	5.00	0.02
P43	62:00:00	36.18	203.00	88.54	0.31	9.70e-03	2.03e-03	0.09
P44	62:00:00	247.65	152.00	115.17	15.19	0.84	6.73	0.03
P443	62:00:00	67.31	305.00	85.58	47.41	0.65	3.23	0.05
P445	62:00:00	7.80	254.00	86.21	63.82	1.26	13.46	0.04
P446	62:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	62:00:00	19.47	254.00	96.97	1.76e-07	3.48e-09	0.00	0.00
P46	62:00:00	70.86	102.00	112.66	0.14	0.02	7.85e-03	0.06
P465	62:00:00	18.20	254.00	86.57	63.11	1.25	13.09	0.04
P467	62:00:00	15.17	254.00	96.15	63.11	1.25	10.78	0.03
P468	62:00:00	31.29	254.00	105.27	85.83	1.69	16.10	0.03
P48	62:00:00	28.98	152.00	113.52	5.15	0.28	0.93	0.03
P482	62:00:00	321.89	152.00	78.90	2.18	0.12	0.37	0.08
P484	62:00:00	336.57	203.00	79.98	18.38	0.57	4.60	0.06
P49	62:00:00	134.92	152.00	121.71	0.85	0.05	0.03	0.04
P492	62:00:00	157.32	101.60	114.11	0.24	0.03	0.02	0.05
P5	62:00:00	588.97	406.00	83.56	6.17	0.05	0.02	0.07
P500	62:00:00	24.23	203.00	112.62	0.51	0.02	3.15e-03	0.05
P501	62:00:00	11.32	152.40	111.45	1.52	0.08	0.10	0.04
P502	62:00:00	9.19	76.20	99.59	1.47	0.32	3.38	0.05
P51	62:00:00	57.47	102.00	92.24	3.08	0.38	3.68	0.05
P510	62:00:00	193.37	102.00	104.95	1.29e-08	1.58e-09	4.48e-13	0.00
P52	62:00:00	83.26	102.00	89.65	1.58	0.19	1.12	0.06
P524	62:00:00	170.54	305.00	96.23	4.55	0.06	0.03	0.05
P527	62:00:00	149.04	305.00	73.12	9.08	0.12	0.20	0.08
P529	62:00:00	212.31	102.00	103.92	1.20	0.15	0.51	0.05
P53	62:00:00	10.32	203.00	87.56	30.15	0.93	9.72	0.04
P54	62:00:00	111.67	51.00	92.40	1.12	0.55	16.59	0.05
P55	62:00:00	99.86	76.00	87.65	1.47	0.32	4.32	0.06
P57	62:00:00	288.77	152.00	99.60	24.97	1.38	22.11	0.03
P58	62:00:00	503.91	102.00	100.85	8.87	1.09	22.17	0.04
P596	62:00:00	76.39	76.00	112.81	1.49	0.33	2.79	0.04
P597	62:00:00	79.68	102.00	101.12	0.65	0.08	0.18	0.06
P6	62:00:00	199.39	152.00	94.65	0.34	0.02	8.67e-03	0.07
P609	62:00:00	86.07	76.00	111.63	2.58	0.57	7.83	0.04
P610	62:00:00	206.58	76.00	95.80	2.96e-07	6.53e-08	3.86e-12	0.00
P63	62:00:00	165.95	254.00	88.73	3.33	0.07	0.05	0.06
P633	62:00:00	173.88	152.00	119.13	7.10	0.39	1.55	0.03
P64	62:00:00	126.63	203.00	80.25	2.62	0.08	0.12	0.08
P65	62:00:00	164.93	102.00	101.95	2.69	0.33	2.39	0.04
P67	62:00:00	330.24	203.00	74.11	2.15	0.07	0.10	0.09
P670	62:00:00	54.41	152.00	98.70	6.28e-06	3.46e-07	1.62e-11	0.00
P671	62:00:00	62.97	152.00	94.84	6.34e-07	3.50e-08	0.00	0.00
P68	62:00:00	302.74	305.00	83.22	1.38	0.02	4.85e-03	0.08
P69	62:00:00	103.63	152.00	72.35	5.62	0.31	2.53	0.08
P697	62:00:00	88.89	102.00	97.76	3.00e-07	3.68e-08	0.00	0.00
P7	62:00:00	60.22	508.00	78.45	73.65	0.36	0.71	0.05
P70	62:00:00	88.36	152.00	72.84	2.53	0.14	0.57	0.09
P71	62:00:00	419.40	254.00	84.73	0.53	0.01	1.94e-03	0.09
P72	62:00:00	247.46	305.00	85.04	3.42	0.05	0.03	0.07
P724	62:00:00	92.72	152.00	96.71	0.45	0.02	0.01	0.07
P725	62:00:00	117.32	152.00	105.29	1.03	0.06	0.05	0.05
P752	62:00:00	70.36	152.00	106.17	2.13	0.12	0.21	0.04
P753	62:00:00	71.91	152.00	89.52	1.83	0.10	0.21	0.06
P754	62:00:00	92.49	51.00	84.83	2.84e-07	1.39e-07	9.37e-13	0.00
P755	62:00:00	47.12	305.00	114.13	0.85	0.01	1.09e-03	0.05
P756	62:00:00	41.66	305.00	107.92	0.95	0.01	1.50e-03	0.05
P757	62:00:00	568.43	305.00	99.83	1.78	0.02	5.56e-03	0.06
P758	62:00:00	102.21	305.00	93.36	2.78	0.04	0.01	0.06
P759	62:00:00	97.19	152.00	104.44	3.74	0.21	0.60	0.04
P760	62:00:00	88.54	152.00	101.85	3.99	0.22	0.71	0.04
P761	62:00:00	171.27	152.00	96.99	4.52	0.25	0.98	0.05
P763	62:00:00	387.59	305.00	112.21	1.94	0.03	5.24e-03	0.04
P766	62:00:00	37.85	152.00	95.04	1.91	0.11	0.21	0.06
P767	62:00:00	227.50	305.00	109.31	3.96	0.05	0.02	0.04
P768	62:00:00	217.03	254.00	116.51	0.92	0.02	3.01e-03	0.05
P769	62:00:00	154.26	305.00	110.62	4.59	0.06	0.03	0.04
P771	62:00:00	69.36	203.00	99.63	0.46	0.01	3.37e-03	0.07
P772	62:00:00	215.02	305.00	85.80	5.86	0.08	0.07	0.06
P775	62:00:00	129.42	203.00	108.38	0.38	0.01	2.03e-03	0.06
P776	62:00:00	421.07	102.00	114.35	0.19	0.02	0.01	0.05
P777	62:00:00	402.31	305.00	111.77	6.26	0.09	0.05	0.04
P779	62:00:00	524.49	203.00	87.91	6.85	0.21	0.62	0.06
P780	62:00:00	153.56	203.00	104.95	6.12e-06	1.89e-07	5.53e-12	0.00
P781	62:00:00	130.18	152.00	90.91	5.14	0.28	1.40	0.05
P783	62:00:00	674.96	203.00	115.08	8.39	0.26	0.55	0.03
P784	62:00:00	88.96	102.00	98.43	0.32	0.04	0.05	0.06
P785	62:00:00	184.71	102.00	89.65	0.74	0.09	0.28	0.07
P786	62:00:00	166.27	203.00	110.00	8.51	0.26	0.61	0.04
P787	62:00:00	127.08	102.00	130.12	19.25	2.36	58.09	0.02
P788	62:00:00	107.85	152.00	113.91	28.74	1.58	22.37	0.03
P789	62:00:00	285.95	203.00	74.97	12.97	0.40	2.72	0.07
P791	62:00:00	82.50	152.00	115.95	30.21	1.66	23.74	0.03
P794	62:00:00	39.04	203.00	123.95	5.14	0.16	0.19	0.03
